textile_type,qty_exported,countries_exported,type_of_product,per_unit_cost,total_price,year_of_export,month_of_export,customer_name,seller_name
batik,373,Indonesia,Dress,97.73,36453.29,2022,Feb,Ricardo Sullivan,Robert Heath
jute,271,China,Dress,67.41,18268.11,2022,Sep,Robert Beltran,Adam Rodriguez
nylon,469,Indonesia,Skirt,40.44,18966.36,2021,Jan,Thomas Bell,Denise Berg
batik,183,Bangladesh,Skirt,45.27,8284.41,2020,Jun,Richard White,James Scott
flax,66,Malaysia,Shirt,21.04,1388.64,2021,Sep,Jason Whitaker,Brandon Wise
jute,463,Japan,Blouse,78.41,36303.83,2020,Aug,Andrew Parker,Kelly Schultz
flax,85,Indonesia,Dress,35.45,3013.25,2021,Jul,Joshua Moore,Calvin Atkins
linen,412,Vietnam,Dress,32.63,13443.56,2021,Dec,Joseph White,Travis Jimenez
linen,316,Hong Kong,Blouse,58.22,18397.52,2021,Aug,Robert Miller,Sierra Berry
batik,339,Pakistan,Shirt,20.0,6780.0,2020,Jul,Tony Rodriguez,Wesley Carpenter
polyester,206,Indonesia,Blouse,51.28,10563.68,2022,Mar,Joseph Guzman,Keith Baker
silk,212,Hong Kong,Scarf,66.04,14000.48,2020,Mar,Tammy Bonilla,Craig Potts
cotton,378,Malaysia,Scarf,14.26,5390.28,2020,Dec,David Gonzalez,Sarah Mccormick
batik,7,Japan,Bags,95.07,665.49,2020,Sep,Patrick Martinez,Jesus Martinez
flax,336,Korea,Scarf,81.44,27363.84,2022,Dec,Madison Schneider,Raymond Parrish
polyester,454,Vietnam,Scarf,39.9,18114.6,2021,Jan,Alejandro Parker,Kevin Lin
batik,411,Korea,Scarf,98.8,40606.8,2022,Nov,Theresa Conner,Jodi Ward
batik,102,China,Dress,10.27,1047.54,2022,Jan,Vicki Harris,Christopher Flores
silk,305,Malaysia,Blouse,84.74,25845.7,2022,Jul,Jerry Smith,Kathy Williams
rayon,181,United Kingdom,Dress,3.91,707.71,2022,Jan,Jesse Stafford,Justin Ross
rayon,410,Bangladesh,Bags,24.02,9848.2,2022,Jul,Brittney Taylor,Phillip Lamb
nylon,21,Vietnam,Skirt,43.13,905.73,2020,Mar,Christopher Richardson,Sandra Lee
batik,489,Turkey,Jacket,2.93,1432.77,2022,Sep,Hannah Soto,Zachary Morris
batik,387,Malaysia,Skirt,72.97,28239.39,2020,Nov,Alicia Sullivan,Faith Hunt
batik,332,Indonesia,Dress,6.53,2167.96,2022,Oct,Holly Hatfield,Daniel Murphy
batik,305,Japan,Dress,42.99,13111.95,2020,Apr,Timothy Mitchell,Joseph Yang
linen,213,Indonesia,Skirt,60.68,12924.84,2020,Jul,Jessica Williams,Anthony Dyer
batik,20,Japan,Scarf,22.37,447.4,2021,Feb,Julia Matthews,Tara Michael
jute,239,Korea,Headwear,1.36,325.04,2021,Jul,Daniel Cherry,Kiara Hayes
polyester,2,Indonesia,Blouse,1.51,3.02,2022,Jun,Malik Haas,Deborah Galloway
batik,295,Japan,Skirt,19.36,5711.2,2021,Oct,Nicole Haynes,Jacob Orozco
jute,318,United States,Shirt,95.24,30286.32,2021,Jul,Loretta Ramirez,Tracie Williamson
jute,212,Japan,Scarf,6.11,1295.32,2022,Apr,Zachary Santos,Alexis Chapman
polyester,203,Vietnam,Blouse,64.37,13067.11,2020,Jan,Rhonda Bradley,Christine Jenkins
batik,425,Bangladesh,Jacket,49.81,21169.25,2022,Jun,Brian Owens,Gabriel Nash
batik,337,Malaysia,Scarf,97.53,32867.61,2021,Jul,Erica Anderson,Samuel Jacobson
jute,54,Malaysia,Dress,88.69,4789.26,2022,Jan,Isaac Mcdonald,Benjamin Peters
wool,310,Italy,Dress,75.82,23504.2,2020,Sep,Samantha Edwards,Michelle Smith
spandex,136,Hong Kong,Scarf,83.03,11292.08,2022,Aug,Jonathan Jones,Anthony Meyers
rayon,183,United States,Headwear,58.61,10725.63,2020,Aug,Henry Patterson,Sheila Hoffman
batik,21,Indonesia,Jacket,92.24,1937.04,2022,Mar,Timothy George,Benjamin Simpson
batik,318,Indonesia,Blouse,93.6,29764.8,2021,Oct,Jacob Williams,Angel Horton
rayon,275,Indonesia,Skirt,46.38,12754.5,2021,Apr,David James,Patrick Davis
batik,90,Malaysia,Skirt,81.07,7296.3,2021,Apr,Brian Smith,Grace Hall
jute,191,France,Scarf,81.8,15623.8,2021,Nov,Alfred Dudley,Gina Olson
flax,472,United Kingdom,Skirt,58.38,27555.36,2021,Dec,Lindsey Rogers,John Evans
batik,147,Indonesia,Pants,38.53,5663.91,2020,Jan,Lawrence Farley,Justin Patel
batik,285,United Kingdom,Scarf,14.92,4252.2,2020,Jul,Megan Logan,David Nguyen
flax,353,China,Pants,2.72,960.16,2020,Feb,Rachel Banks,Adam Bird
batik,62,Japan,Dress,8.8,545.6,2021,Jul,Meghan Harmon,Melinda Kelly
cotton,160,China,Shirt,34.2,5472.0,2021,Feb,Jack Moses,Curtis Knapp
cotton,67,Austria,Shirt,59.01,3953.67,2021,Mar,Courtney Stephens,Leslie Galloway
spandex,296,Malaysia,Skirt,64.84,19192.64,2020,Jan,Ashley Sanchez,Victoria Peck
spandex,280,Japan,Bags,53.54,14991.2,2020,Apr,Christine Morales,Dana Cervantes
batik,343,India,Shawl,48.78,16731.54,2021,Feb,William Wood,William Lane
wool,305,Germany,Blouse,77.48,23631.4,2021,May,Jenna Wilson,William Figueroa
silk,316,Hong Kong,Blouse,48.19,15228.04,2021,Aug,Timothy Cobb,Shannon Wyatt
nylon,218,Malaysia,Scarf,22.61,4928.98,2020,Mar,Charlotte Knapp,Kathryn Davis
cotton,231,Malaysia,Dress,97.92,22619.52,2022,Jun,Alexis Reynolds,Monique Mckinney
silk,93,France,Dress,32.52,3024.36,2020,Apr,John Jackson,Chad Jones
batik,109,Bangladesh,Pants,50.99,5557.91,2021,Jul,Mark Garcia,Alan Salazar
batik,41,Korea,Shirt,86.92,3563.72,2022,Jan,Dawn Bell,Justin Stevens
flax,401,Indonesia,Scarf,32.64,13088.64,2022,Aug,Dr. Alicia Stewart,Holly Dean
nylon,6,Vietnam,Bags,22.16,132.96,2022,Jul,Matthew Juarez,Terry Mcdaniel
batik,246,Indonesia,Pants,65.49,16110.54,2021,Dec,Kelsey Mitchell,Chris Ball
silk,496,Bangladesh,Jacket,6.72,3333.12,2020,Jan,Stacy Thomas,Shawn Long
batik,159,China,Shirt,47.91,7617.69,2020,Oct,Leslie Parker,John Harrison
nylon,317,China,Dress,38.39,12169.63,2021,Feb,Aaron Arnold,Kevin Gonzalez
polyester,140,Malaysia,Pants,0.92,128.8,2021,Dec,Angela Evans,Miranda Lee
polyester,418,Indonesia,Bags,8.33,3481.94,2022,Mar,Kevin Patterson,Stephanie Hill
batik,331,Italy,Dress,70.72,23408.32,2021,Mar,Angela Butler,Kenneth Wilson
batik,96,Japan,Pants,16.91,1623.36,2020,May,Jermaine Ortiz,David Sullivan
batik,243,Hong Kong,Scarf,38.73,9411.39,2022,Oct,Amy Young,Timothy Ross
batik,153,Japan,Shawl,47.41,7253.73,2022,Mar,Natalie Nichols,Brian Woods
linen,337,Malaysia,Blouse,6.0,2022.0,2021,Jul,James Lopez,Renee Oneal
batik,155,Malaysia,Shirt,28.68,4445.4,2022,Jan,Justin Mitchell,Kara Stewart
wool,308,Vietnam,Scarf,28.43,8756.44,2021,Mar,Joanna Roberts,Jeffrey Martinez
silk,493,Hong Kong,Blouse,20.43,10071.99,2021,Jan,Michelle Mathis,Raymond Ellis
rayon,426,Bangladesh,Dress,34.92,14875.92,2020,Mar,John Meza,Sara Perkins
jute,136,Japan,Pants,97.52,13262.72,2020,May,Benjamin Hanna,Tiffany Brown
wool,82,Vietnam,Dress,48.36,3965.52,2020,Nov,Molly Spencer,Colleen Rodriguez
batik,308,Malaysia,Bags,0.01,3.08,2020,Aug,Lindsey Adkins,Cassidy Munoz
flax,307,France,Scarf,56.75,17422.25,2022,Jan,Manuel Peterson,Erica Mcguire
polyester,465,Indonesia,Scarf,65.66,30531.9,2022,Dec,Adrienne Freeman,Angel Freeman
batik,498,Japan,Shirt,79.17,39426.66,2021,Jan,Kimberly Ortiz,Ashley Collins
batik,91,Vietnam,Blouse,74.22,6754.02,2020,Jun,Michael Sanders,Brian Lewis
batik,337,United States,Dress,35.87,12088.19,2020,Nov,Anthony Anderson,Lawrence Sanchez
silk,362,Bangladesh,Shawl,86.26,31226.12,2021,Jul,Faith Phillips,Fred Schmidt
spandex,32,China,Headwear,54.32,1738.24,2022,Jul,Willie Powell,Mark Sharp
batik,24,Japan,Skirt,41.37,992.88,2021,Jul,Emily May,Kimberly Rodriguez
batik,101,Indonesia,Skirt,36.69,3705.69,2020,Jul,Margaret Webb,Stephanie Lopez
batik,157,Malaysia,Dress,75.07,11785.99,2021,Jun,Alexander Sandoval,Emily Turner
batik,378,Hong Kong,Skirt,24.61,9302.58,2022,Jul,Aaron Roberts,Matthew Harrell
wool,229,Pakistan,Pants,88.27,20213.83,2022,Jan,Russell Hodge Jr.,Christine Cunningham
polyester,291,Indonesia,Dress,84.96,24723.36,2020,Sep,Sara Summers,Devon Ford
polyester,204,India,Shirt,85.17,17374.68,2020,Mar,Angelica Moore,Kathleen Morgan
jute,268,Hong Kong,Shirt,85.53,22922.04,2020,Mar,Tyler Wolf,Timothy Whitehead III
flax,296,United Kingdom,Dress,3.79,1121.84,2021,Nov,Angela Miller MD,Alan Underwood
batik,353,Korea,Shirt,47.5,16767.5,2021,Jan,Terri Johnston,Amanda Stewart
polyester,236,United States,Skirt,20.65,4873.4,2021,Jul,Melissa Allen,Justin Kirk
flax,36,Japan,Scarf,16.6,597.6,2021,May,Wendy Smith,Kristen Hall
flax,270,Vietnam,Scarf,77.38,20892.6,2021,Dec,Pamela Horton,Lori Wall
batik,392,Japan,Shawl,95.98,37624.16,2022,Nov,Katherine Garza,Christopher Thomas
nylon,217,Malaysia,Jacket,35.64,7733.88,2020,Apr,Erika Lambert,George Jackson
silk,438,China,Skirt,19.71,8632.98,2021,Jan,Jordan Allen,Felicia Nixon
cotton,84,Austria,Shirt,4.19,351.96,2022,Feb,Kelsey Delgado,Stephanie Russell
cotton,427,United States,Dress,93.25,39817.75,2020,Mar,Stephanie Martin,Debra Gay DDS
spandex,102,United Kingdom,Shirt,83.4,8506.8,2022,Jan,Scott Hunter,Bonnie Barnes
rayon,56,India,Dress,38.16,2136.96,2020,Aug,Jason Mercado,Mark Davidson
batik,497,Bangladesh,Scarf,44.42,22076.74,2022,May,Christine Stone,Sonya Gonzalez
spandex,429,Indonesia,Shirt,11.53,4946.37,2021,Jun,Kaitlyn Wells,Andrew Dougherty
batik,276,Vietnam,Shirt,79.22,21864.72,2021,Jan,Eric Macdonald,Joshua Moore
jute,279,Cambodia,Scarf,94.02,26231.58,2022,Apr,William Hull,James Preston
batik,196,United Kingdom,Bags,9.53,1867.88,2021,Feb,Joshua Lee,Scott Henderson
batik,132,China,Shirt,73.12,9651.84,2022,Jan,Steven Jordan,Amy Fletcher
batik,289,Vietnam,Skirt,67.95,19637.55,2021,Dec,Kristina Sanchez,Jason Black
batik,92,Bangladesh,Shirt,59.51,5474.92,2021,Aug,Bethany Guerrero,Elizabeth Wilson
flax,262,Cambodia,Skirt,76.8,20121.6,2021,Jul,Catherine Campbell,Tamara Harris
batik,183,United States,Dress,31.2,5709.6,2021,May,Melissa Smith,John Anderson
batik,57,Hong Kong,Jacket,76.69,4371.33,2022,Aug,Regina Wade,Leslie Jackson
wool,105,Indonesia,Pants,36.1,3790.5,2022,Jan,Mary Andrade,Janice Randolph
linen,253,Malaysia,Dress,90.8,22972.4,2020,Aug,Deborah Parker,Frank Dillon
wool,53,China,Blouse,68.75,3643.75,2021,Jul,Teresa Chapman,Brian Melton
batik,268,Indonesia,Dress,90.01,24122.68,2021,Sep,Robert Downs,Jennifer Moreno
batik,302,Malaysia,Scarf,10.98,3315.96,2021,Jan,Daniel Murphy,Kenneth Cook
linen,63,India,Shirt,37.38,2354.94,2021,Jan,Carrie Wiggins,Matthew Garcia
flax,73,Malaysia,Blouse,39.96,2917.08,2022,Nov,Brian Smith,Jacob Walters
batik,227,United States,Shirt,27.0,6129.0,2022,Sep,Holly Weiss,Gerald Hensley
batik,256,Austria,Shirt,86.84,22231.04,2022,Jul,Thomas Fuller,Matthew Williams
batik,471,Pakistan,Blouse,36.76,17313.96,2021,Jan,James Strickland,Lauren Roach
batik,113,United States,Bags,61.0,6893.0,2022,Apr,Johnny Lewis,Theresa Guzman
batik,332,Malaysia,Bags,79.84,26506.88,2020,May,Michelle Mendez,Theresa Harris
linen,467,Germany,Dress,63.84,29813.28,2020,Nov,Alexander Davis,Rebecca Li
batik,231,Japan,Skirt,6.56,1515.36,2022,Nov,Jason Lopez,Scott King
batik,25,Hong Kong,Jacket,74.32,1858.0,2022,Oct,Terri Duncan,Thomas Johnson
batik,8,Indonesia,Blouse,97.4,779.2,2021,Jan,Hannah Gomez,John Gentry
batik,104,Vietnam,Dress,55.64,5786.56,2021,May,Elizabeth Norris,Christian Brandt
batik,298,Indonesia,Shirt,88.02,26229.96,2020,Jul,Jimmy Reynolds,Jeff Allison
batik,225,United States,Dress,93.07,20940.75,2022,Jul,Debra Conner,Michael Brown
cotton,156,United Kingdom,Shirt,78.41,12231.96,2021,Jul,Isaiah James,Amy Coleman
batik,342,Netherlands,Skirt,63.36,21669.12,2022,Nov,Dr. Teresa Murray,William Powell
silk,450,Vietnam,Skirt,11.95,5377.5,2022,Jul,Catherine Flores,Chris Morgan
flax,129,United States,Skirt,92.54,11937.66,2022,Jun,Megan Butler,Dr. Pamela Williams
batik,210,France,Dress,90.16,18933.6,2021,Feb,Julie Hart,Joshua Miller
silk,361,Japan,Shirt,16.8,6064.8,2020,Feb,Harold Carter,Patrick Dickerson
rayon,193,Japan,Jacket,11.01,2124.93,2022,Feb,Dr. Ryan Martinez,Adam Garza
rayon,295,United States,Skirt,72.64,21428.8,2021,Nov,Michael Howard,Sally Lucas
linen,471,Pakistan,Dress,94.97,44730.87,2021,Aug,William Foster,Charles Anderson
spandex,133,Turkey,Dress,61.3,8152.9,2021,Jan,Dr. Lauren Howe,Jodi Baldwin
cotton,6,Japan,Dress,91.03,546.18,2020,Jul,Steven Hughes,Brett Nichols
wool,404,United Kingdom,Blouse,19.07,7704.28,2022,Mar,Andrew Matthews,Donald Wilkins
polyester,401,Vietnam,Headwear,36.5,14636.5,2022,Jul,Daniel Adams,Jennifer Campbell
nylon,157,China,Blouse,22.81,3581.17,2021,Apr,Judith Orozco,Kimberly Mcbride
batik,15,Hong Kong,Dress,26.36,395.4,2020,Aug,Nicole Conley,Benjamin Sutton
silk,406,Malaysia,Shirt,99.49,40392.94,2021,Oct,Michael Mcpherson,Vincent Petty
batik,293,Hong Kong,Scarf,83.53,24474.29,2022,Jul,Crystal Nunez,Carmen Giles
batik,17,Turkey,Dress,51.52,875.84,2020,Dec,Casey Watts,Allen Olson
cotton,142,Japan,Dress,87.08,12365.36,2022,May,Kent Morrow,Emily Hester
rayon,155,Vietnam,Skirt,15.94,2470.7,2020,Mar,Lauren Parker,Joshua Green
batik,138,Vietnam,Headwear,89.51,12352.38,2021,Jun,Lonnie Bell,Jason Weeks
batik,73,Netherlands,Scarf,35.65,2602.45,2021,Jul,Diana Weber,Melissa Luna
nylon,435,India,Shirt,48.87,21258.45,2022,Mar,Michaela Yang,Ann Rangel
flax,141,Japan,Shirt,50.14,7069.74,2021,Jan,Ashley Wiggins,Anna Cole
flax,81,Hong Kong,Dress,5.75,465.75,2022,Jul,Bryce Li,Kayla Howard
batik,94,Indonesia,Blouse,83.94,7890.36,2020,Mar,David Bishop,Jennifer Brown
wool,103,Austria,Scarf,71.87,7402.61,2021,Jun,Eric Hebert,Lindsay Gonzalez
cotton,33,Japan,Skirt,33.8,1115.4,2020,Mar,Derek Parker,Rebecca Peck
cotton,31,Malaysia,Skirt,52.45,1625.95,2022,Oct,Melanie Grant,Larry Walker
batik,268,Malaysia,Dress,21.98,5890.64,2022,Jul,Eric Bennett,Marc Lee
nylon,141,Korea,Shirt,4.1,578.1,2021,Jul,Christopher Robertson,Daniel Davis
silk,385,India,Shirt,81.18,31254.3,2020,May,Rebecca Kelley,Brooke Hopkins
batik,93,United States,Scarf,8.03,746.79,2022,Sep,Lance Price,Carol Thomas
batik,151,Hong Kong,Skirt,89.07,13449.57,2021,Jul,William Burton,Tammy Dawson
polyester,302,United States,Dress,28.81,8700.62,2020,Dec,Cassandra Ward,Cesar Jackson
jute,255,United States,Scarf,25.81,6581.55,2020,Mar,Sheila Jenkins,Daniel Greene
wool,320,Vietnam,Skirt,55.99,17916.8,2022,Jul,Jose Barnes,Nicole Barnes
silk,201,United Kingdom,Dress,27.89,5605.89,2022,Feb,Jennifer Grant,Nicole Harris
nylon,187,Malaysia,Jacket,0.76,142.12,2020,Mar,Cory Smith,William Blair
polyester,140,Malaysia,Scarf,50.51,7071.4,2020,Jan,Cheryl Thomas,Marvin Perez
wool,467,United States,Scarf,0.47,219.49,2021,Oct,Roger Hughes,Rachel Obrien
batik,136,Germany,Blouse,15.42,2097.12,2021,Oct,Timothy George,Darlene Thomas
batik,55,United States,Blouse,42.57,2341.35,2022,Jul,Sonya Cardenas,Lori Wilson
batik,58,Indonesia,Jacket,60.14,3488.12,2021,Nov,Matthew Evans,Veronica Jackson
batik,2,Indonesia,Shirt,8.09,16.18,2022,Jan,Craig Kirk,Teresa Long
silk,38,Pakistan,Skirt,94.08,3575.04,2021,Oct,Erica Chambers,Brooke Dunn
rayon,193,Vietnam,Shawl,71.55,13809.15,2021,Jan,Stephen Powers,Mary Hernandez
batik,364,Indonesia,Scarf,39.75,14469.0,2022,Jan,Billy Collins,William Dawson
wool,245,Vietnam,Dress,75.87,18588.15,2020,Jan,Adam Mitchell,Nicholas Brown
silk,468,Malaysia,Dress,48.03,22478.04,2021,Mar,Mark Mcpherson,Thomas Faulkner
wool,114,Indonesia,Shirt,15.33,1747.62,2022,Sep,Shannon Anderson,Matthew Neal
silk,437,Vietnam,Skirt,27.5,12017.5,2022,Jul,Laura Nichols,Rebecca Erickson
batik,389,Malaysia,Shirt,4.33,1684.37,2020,Jan,Cassandra Johnson,Larry Reynolds
jute,62,United States,Shirt,29.54,1831.48,2021,May,James Peters,Erika Rocha
linen,454,Vietnam,Scarf,82.7,37545.8,2022,Aug,David Russell,Kevin Edwards
batik,279,Indonesia,Jacket,85.51,23857.29,2022,Nov,Tara Adams,Patricia Edwards
spandex,159,Malaysia,Shirt,7.05,1120.95,2021,Oct,Elizabeth Myers,Vincent Wilson
cotton,63,Pakistan,Dress,42.48,2676.24,2020,Dec,Lisa Mueller,Justin Bush
wool,176,Japan,Dress,22.95,4039.2,2020,May,Shelly Jones,Robert Smith MD
batik,145,Indonesia,Headwear,27.68,4013.6,2022,Jun,Christine Sutton,Brandon Camacho
wool,444,Korea,Jacket,62.23,27630.12,2021,Oct,David Roy,Patricia Mcfarland
batik,430,China,Skirt,89.62,38536.6,2022,Jan,Ashley Lewis,Angela Kramer
silk,271,Malaysia,Shirt,23.36,6330.56,2020,Jan,Kelly Rosales,Mark Smith
rayon,57,Hong Kong,Headwear,2.95,168.15,2021,May,Adam Robles,Nathan Brandt
batik,224,United States,Dress,87.27,19548.48,2022,Jul,Brooke Tate,Brian Hayes
batik,7,United Kingdom,Blouse,45.95,321.65,2020,Jun,Joseph Ford,Susan Espinoza
polyester,13,Korea,Dress,52.89,687.57,2022,Jun,Jody Kelly,James Johnson
batik,254,India,Skirt,95.72,24312.88,2022,Aug,Steven Miller,Michele Rogers
linen,160,United States,Blouse,60.89,9742.4,2020,Feb,Carmen Mccoy,Lawrence Sawyer
polyester,285,Cambodia,Dress,38.33,10924.05,2021,Mar,Jeremy Bond,Ruth Lopez
batik,344,Ukraine,Headwear,32.1,11042.4,2020,Jul,Amber Frederick,Deborah Lang
rayon,198,Malaysia,Scarf,67.45,13355.1,2020,Aug,Kari Johnson,Russell Hogan
silk,410,Vietnam,Skirt,9.46,3878.6,2022,Oct,Alexa Haley,Robert Contreras
spandex,403,India,Shirt,2.05,826.15,2020,Jul,Devin Cortez,Christopher Thompson
wool,21,United Kingdom,Headwear,60.8,1276.8,2021,May,Rebecca Mack,Richard Marks
batik,345,Japan,Shirt,31.56,10888.2,2021,Feb,Tiffany Neal,James Wade
batik,221,China,Pants,53.92,11916.32,2021,Sep,Melissa Holder,Brian Duffy
batik,355,Vietnam,Pants,57.92,20561.6,2022,Nov,Christine Lewis,Lynn Torres
cotton,441,Austria,Skirt,85.66,37776.06,2022,Jul,Sarah Mcgee,Stephanie Jackson
batik,255,United States,Pants,0.82,209.1,2020,Nov,Justin Glover,Tara Taylor
wool,205,United States,Bags,9.34,1914.7,2022,Jul,Abigail Edwards,Ryan Cooper
wool,359,Vietnam,Blouse,58.43,20976.37,2022,Dec,Melissa Krause,Sara Lopez
rayon,85,United States,Blouse,3.11,264.35,2022,Oct,Renee Russell,Brian Carrillo
polyester,254,Japan,Headwear,54.91,13947.14,2020,Jan,Jose Monroe,Todd Watts
batik,409,United Kingdom,Skirt,22.61,9247.49,2020,Mar,Jeffrey Jones,Elizabeth Wagner
flax,387,Pakistan,Shirt,13.68,5294.16,2020,Mar,John Hernandez,Stephanie Spencer
silk,439,Cambodia,Shirt,33.99,14921.61,2021,Oct,Bethany Romero,Becky Campos
silk,288,India,Scarf,92.63,26677.44,2020,May,Amanda Greene,Daniel Proctor
silk,282,Japan,Shirt,52.64,14844.48,2021,Sep,Angela Cunningham,Ronald Marquez
rayon,145,Malaysia,Skirt,70.86,10274.7,2022,Feb,Stephanie Meyer,Jeffrey Macias
wool,244,Turkey,Shirt,29.96,7310.24,2022,Feb,Lauren Delgado,Laura Aguilar
batik,251,Ukraine,Dress,66.88,16786.88,2021,Mar,Sharon Brown,Daniel Glenn
rayon,326,Malaysia,Dress,95.1,31002.6,2021,Aug,Molly Mitchell,Tamara Macdonald
cotton,197,Indonesia,Bags,20.93,4123.21,2021,Oct,James Campbell,John Rhodes PhD
batik,363,Turkey,Dress,0.07,25.41,2021,Mar,Aaron Russell,Kathy Buchanan
batik,287,United States,Dress,60.27,17297.49,2020,Oct,Jordan Blankenship,Amy Waters
nylon,64,Japan,Shawl,5.71,365.44,2022,Sep,Patricia Williams,Benjamin Smith
jute,141,China,Scarf,51.42,7250.22,2020,Nov,Timothy Lawson,Nicole Jennings
batik,451,Vietnam,Pants,76.55,34524.05,2021,Jan,David Allen,Kimberly Hudson
polyester,87,United Kingdom,Jacket,36.39,3165.93,2022,Jun,Jessica Rodriguez,Joe Murray
batik,291,Hong Kong,Skirt,66.27,19284.57,2021,Apr,Brent Griffin,Richard Turner
flax,235,Japan,Skirt,86.23,20264.05,2021,Jun,Kelly Wright,Sherry Martin
rayon,455,Korea,Blouse,19.72,8972.6,2021,Dec,Kaylee Holmes,Anthony Anderson
jute,229,Malaysia,Skirt,55.56,12723.24,2020,Jul,Deborah Roberts,Robin Skinner PhD
wool,13,Vietnam,Skirt,24.75,321.75,2020,Dec,Nathan Peterson,Sarah Grant
nylon,441,Ukraine,Shirt,94.64,41736.24,2021,Jul,Nathan Mullen Jr.,Charles Hodges
batik,368,Japan,Blouse,3.96,1457.28,2020,Apr,Christopher Moore,Marcus Greer
cotton,165,Japan,Shirt,19.56,3227.4,2021,Oct,David Howard,Ian Graham
spandex,290,United States,Dress,97.5,28275.0,2021,Jul,Chad Martinez,Joe Shea
jute,321,Vietnam,Skirt,61.75,19821.75,2020,Aug,Kelly Evans,Dawn Young
jute,250,Japan,Skirt,50.66,12665.0,2020,Feb,Christopher Rodriguez,Erika Donovan
nylon,67,China,Scarf,4.19,280.73,2021,Dec,Stephen Taylor,Michael Barnett
polyester,240,Vietnam,Shirt,7.75,1860.0,2020,Aug,Olivia Miller,Brooke Hahn
batik,431,United States,Blouse,4.84,2086.04,2021,Jul,Jordan Thomas,John Hammond
batik,283,Japan,Scarf,97.96,27722.68,2020,May,Michael Thompson,Melissa Yoder
spandex,234,Vietnam,Dress,0.41,95.94,2021,Oct,Julia Johnson,Cameron Waters
batik,114,United Kingdom,Scarf,94.55,10778.7,2020,Sep,Monique Smith,Christopher Huber
nylon,105,Japan,Shirt,14.49,1521.45,2021,Mar,Jessica Pearson,Danielle Caldwell
flax,111,India,Scarf,16.63,1845.93,2021,Nov,Tina Lewis,Nicholas Walker
flax,487,Korea,Shirt,89.29,43484.23,2022,May,Sarah Allen,Melissa Myers
batik,450,Turkey,Headwear,34.42,15489.0,2020,Nov,John Phillips,Sabrina Owens
batik,281,Ukraine,Pants,77.38,21743.78,2022,Aug,Lori Moses,Michelle Alvarez
polyester,71,China,Pants,80.29,5700.59,2022,Aug,Stephen Parker,Robin Davidson
linen,59,Ukraine,Bags,53.79,3173.61,2022,Dec,Alexis Allen,Emily Beck
polyester,169,Japan,Blouse,89.88,15189.72,2022,Jan,Melissa Hernandez,Andrew Daniels
silk,108,Vietnam,Blouse,49.07,5299.56,2022,Aug,Nancy Herrera,Ashley Salazar
jute,415,Indonesia,Shawl,11.89,4934.35,2020,Aug,Michael Rowe,Teresa Meyers
polyester,400,China,Shirt,51.46,20584.0,2022,Dec,Frank Garrett,Leah Estrada MD
jute,254,India,Headwear,79.82,20274.28,2021,Sep,Jonathan Kirby,Marie Harvey DDS
nylon,93,Vietnam,Dress,27.69,2575.17,2020,Sep,Regina Arnold,Julia Hoffman
batik,56,Pakistan,Skirt,12.4,694.4,2022,Aug,Samantha Hall,Lisa Knox
wool,56,Turkey,Shirt,72.77,4075.12,2022,Nov,Christine Nguyen,Robert Miller
polyester,431,Indonesia,Shirt,33.32,14360.92,2020,Apr,Frank Williams,Robert Holmes
spandex,453,China,Bags,44.36,20095.08,2021,Aug,Kevin Moore,Marcia Nelson
wool,112,Japan,Shirt,15.04,1684.48,2022,Mar,Richard Mckinney,Annette Duke
linen,226,Hong Kong,Shirt,55.07,12445.82,2021,Jul,Bradley Silva,Linda Dixon
silk,207,Malaysia,Pants,73.57,15228.99,2022,Jan,Traci Smith,Dr. Jacqueline Hopkins
polyester,133,Bangladesh,Dress,93.77,12471.41,2021,Apr,Elizabeth Ruiz,Angela Callahan
silk,232,United Kingdom,Skirt,86.24,20007.68,2022,Jan,Brian Washington,Sandra Carney
flax,45,Pakistan,Jacket,45.71,2056.95,2020,Oct,Bobby Haney,Ariel Liu
wool,245,Indonesia,Blouse,59.85,14663.25,2021,Apr,Nathaniel Wheeler,Denise Cruz
batik,480,Malaysia,Dress,38.01,18244.8,2021,Oct,Jeffrey Spence,Sharon Stewart
flax,256,Pakistan,Shawl,81.9,20966.4,2021,Feb,Benjamin Watkins,Jesus Gray
wool,401,Germany,Shirt,54.75,21954.75,2020,May,Mrs. Laura Vang DVM,Dr. Brenda Holt
batik,261,Austria,Skirt,34.48,8999.28,2020,Jan,Charles Newman,Kim Garza
polyester,142,United States,Dress,5.37,762.54,2021,Jul,David Fisher,Karen Scott
spandex,210,United Kingdom,Dress,78.84,16556.4,2022,Sep,Dawn Dominguez,Robert Perez
batik,353,India,Scarf,12.4,4377.2,2020,Jan,Victor Rodriguez,Rebecca Ward
nylon,120,Netherlands,Headwear,16.33,1959.6,2020,Jan,Charles Hunt,Krystal Flores
batik,134,Pakistan,Shirt,51.92,6957.28,2022,Jun,Marc Graham,Caitlyn Evans
batik,307,India,Dress,9.69,2974.83,2021,Sep,Roger Jones,Michael Mcdonald
polyester,272,Malaysia,Scarf,6.61,1797.92,2022,Dec,Jenny Sullivan,Andres Clark
rayon,495,Bangladesh,Dress,45.59,22567.05,2021,Dec,Christopher Sanchez,Rita Moreno
cotton,85,Hong Kong,Dress,55.33,4703.05,2022,Mar,Mary Reynolds,George Carr
